date,home_team,away_team,tournament,neutral,is_friendly,home_elo_before,away_elo_before,elo_diff,home_win_rate_5,home_win_rate_10,home_goals_scored_avg_5,home_goals_scored_avg_10,home_goals_conceded_avg_5,home_goals_conceded_avg_10,home_goal_diff_avg_5,home_goal_diff_avg_10,away_win_rate_5,away_win_rate_10,away_goals_scored_avg_5,away_goals_scored_avg_10,away_goals_conceded_avg_5,away_goals_conceded_avg_10,away_goal_diff_avg_5,away_goal_diff_avg_10,home_advantage,h2h_home_win_rate,h2h_avg_goal_diff,h2h_num_meetings,home_streak,away_streak,home_days_since_last,away_days_since_last,home_squad_value,away_squad_value,squad_value_diff,home_avg_age,away_avg_age,home_sentiment_avg,away_sentiment_avg,sentiment_diff,home_sentiment_volume,away_sentiment_volume,outcome
1999-03-10,Barbados,Antigua and Barbuda,CFU Caribbean Cup qualification,1,0,1497.9415862055935,1467.084105131444,30.85748107414952,0.4,0.4,2.4,1.7,2.0,1.3,0.4,0.4,0.4,0.5,1.0,1.6,0.8,1.1,0.2,0.5,0.4,1.0,1.0,1,1,1,4.0,10.0,16.221806897318924,18.06457672272053,-1.8427698254016072,25.34,25.38,0.0,0.0,0.0,0,0,1
1999-03-10,Greece,Croatia,Friendly,0,1,1565.8220770102193,1676.3048099651714,-110.4827329549521,0.6,0.5,1.6,1.5,0.6,0.7,1.0,0.8,0.6,0.6,1.8,1.5,1.4,1.0,0.4,0.5,0.5,0.0,-0.5,2,2,-1,33.0,28.0,19.687773688989772,19.810099872896174,-0.12232618390640226,26.08,25.17,0.0,0.0,0.0,0,0,1
1999-03-10,Guadeloupe,Dominica,CFU Caribbean Cup qualification,0,0,1471.8918721342718,1481.8987819400538,-10.006909805782016,0.4,0.4,1.8,2.3,1.2,1.4,0.6,0.9,0.4,0.3,1.6,1.6,3.4,2.8,-1.8,-1.2,0.5,0.0,0.0,2,-1,-3,339.0,227.0,18.070741904292543,16.195117430990546,1.8756244733019969,23.99,23.8,0.0,0.0,0.0,0,0,1
1999-03-10,Hungary,Bosnia and Herzegovina,Friendly,0,1,1497.2521012142695,1465.5729528808756,31.67914833339387,0.6,0.6,2.0,1.6,1.0,1.2,1.0,0.4,0.2,0.2,1.2,1.1,2.0,2.1,-0.8,-1.0,0.5,0.0,0.0,0,1,-3,112.0,42.0,19.791594053337704,19.770400823627444,0.021193229710259942,24.66,27.12,0.13529999999999998,-0.05589999999999998,0.19119999999999995,3,2,0
1999-03-10,Luxembourg,Iceland,Friendly,0,1,1313.5728536151735,1466.5337665655022,-152.96091295032875,0.0,0.0,0.0,0.1,3.0,3.0,-3.0,-2.9,0.4,0.3,1.4,1.5,0.6,0.9,0.8,0.6,0.1,0.0,-0.6666666666666666,3,0,1,112.0,147.0,16.42571335656649,19.673412037660377,-3.247698681093887,26.31,26.21,0.0,0.0,0.0,0,0,-1
1999-03-10,Malta,Moldova,Friendly,0,1,1257.2211390528716,1384.506236384097,-127.28509733122542,0.2,0.1,0.6,0.5,2.4,2.7,-1.8,-2.2,0.2,0.1,1.4,0.8,1.8,2.3,-0.4,-1.5,0.2,0.0,0.0,0,-2,0,28.0,112.0,18.070706060196137,16.411287069056186,1.659418991139951,25.4,24.91,0.0,0.0,0.0,0,0,-1
1999-03-10,Romania,Israel,Friendly,0,1,1673.4930530646584,1518.1473886730996,155.34566439155878,0.6,0.5,2.4,1.6,0.4,0.5,2.0,1.1,0.8,0.5,2.6,2.0,0.4,0.9,2.2,1.1,0.7,0.6666666666666666,1.0,6,1,2,7.0,14.0,19.815516644539727,19.721259333877402,0.09425731066232501,25.02,25.5,0.0,0.0,0.0,0,0,-1
1999-03-10,Switzerland,Austria,Friendly,0,1,1518.0426634119274,1561.811156190038,-43.76849277811061,0.4,0.3,1.0,1.3,1.2,1.0,-0.2,0.3,0.4,0.4,2.2,2.1,1.2,1.2,1.0,0.9,0.3,0.5,0.5,2,2,2,28.0,147.0,19.769498599304498,19.90216190226526,-0.13266330296076134,26.27,25.63,0.0,0.0,0.0,0,0,-1
1999-03-11,Mexico,Bolivia,USA Cup,1,0,1661.3018511669,1498.8662784099,162.43557275700005,0.4,0.4,1.6,1.7,1.0,1.1,0.6,0.6,0.2,0.2,0.6,0.6,1.2,1.4,-0.6,-0.8,0.4,0.3333333333333333,-0.3333333333333333,3,1,-1,20.0,4.0,19.943646934484104,18.343551915140672,1.6000950193434313,25.22,26.02,0.0,0.0,0.0,0,0,1
1999-03-11,United States,Guatemala,USA Cup,0,0,1593.8193406481946,1512.7795089096107,81.03983173858387,0.4,0.3,1.0,0.8,0.4,0.6,0.6,0.2,0.0,0.0,1.4,1.4,2.6,2.4,-1.2,-1.0,0.3,0.75,2.0,4,2,-3,18.0,4.0,19.752355143986136,18.30170773055323,1.4506474134329075,24.41,26.21,0.0,0.0,0.0,0,0,1
1999-03-12,Barbados,Dominica,CFU Caribbean Cup qualification,1,0,1505.2329287871019,1473.6684280210636,31.564500766038236,0.4,0.5,1.6,1.8,1.6,1.2,0.0,0.6,0.2,0.2,1.2,1.1,3.4,2.9,-2.2,-1.8,0.5,1.0,1.0,2,2,-4,2.0,2.0,16.221806897318924,16.195117430990546,0.026689466328377875,25.34,23.8,0.0,0.0,0.0,0,0,1
1999-03-12,Guadeloupe,Antigua and Barbuda,CFU Caribbean Cup qualification,0,0,1480.122226053262,1459.7927625499356,20.32946350332645,0.6,0.5,1.6,2.4,0.8,1.2,0.8,1.2,0.4,0.4,0.6,1.4,0.6,1.2,0.0,0.2,0.6,0.0,0.0,0,1,-1,2.0,2.0,18.070741904292543,18.06457672272053,0.006165181572011846,23.99,25.38,0.0,0.0,0.0,0,0,1
1999-03-13,Guatemala,Bolivia,USA Cup,1,0,1506.612399724689,1494.355871556376,12.256528168313025,0.0,0.0,1.2,1.4,2.8,2.3,-1.6,-0.9,0.2,0.2,0.8,0.6,1.0,1.4,-0.2,-0.8,0.1,0.0,-3.0,1,-4,-2,2.0,2.0,18.30170773055323,18.343551915140672,-0.04184418458744332,26.21,26.02,0.0,0.0,0.0,0,0,1
1999-03-13,United States,Mexico,USA Cup,0,0,1599.9864498331162,1665.8122580204238,-65.82580818730753,0.6,0.4,1.6,1.1,0.4,0.7,1.2,0.4,0.6,0.4,1.8,1.7,0.8,1.1,1.0,0.6,0.4,0.25,0.0,12,3,2,2.0,2.0,19.752355143986136,19.943646934484104,-0.19129179049796718,24.41,25.22,0.0,0.0,0.0,0,0,-1
1999-03-14,Antigua and Barbuda,Dominica,CFU Caribbean Cup qualification,1,0,1452.2603322524176,1466.393234492417,-14.13290223999934,0.4,0.4,0.8,1.3,0.8,1.1,0.0,0.2,0.0,0.2,0.6,1.1,3.8,3.0,-3.2,-1.9,0.4,0.2,-0.4,5,-2,-5,2.0,2.0,18.06457672272053,16.195117430990546,1.869459291729985,25.38,23.8,0.0,0.0,0.0,0,0,0
1999-03-14,Guadeloupe,Barbados,CFU Caribbean Cup qualification,0,0,1487.65465635078,1512.5081223157486,-24.853465964968564,0.6,0.5,1.6,1.7,0.8,1.3,0.8,0.4,0.6,0.5,2.0,2.0,1.4,1.3,0.6,0.7,0.6,0.0,0.0,0,2,3,2.0,2.0,18.070741904292543,16.221806897318924,1.848935006973619,23.99,25.34,0.0,0.0,0.0,0,0,1
1999-03-16,Cyprus,Estonia,Friendly,0,1,1462.714263347398,1296.5960899069291,166.1181734404688,0.6,0.7,1.4,1.7,1.0,1.0,0.4,0.7,0.0,0.0,1.2,1.3,3.2,3.0,-2.0,-1.7,0.6,1.0,1.6666666666666667,3,2,0,34.0,10.0,18.20179815184423,16.31526320850072,1.8865349433435092,25.78,25.92,0.22986666666666666,0.4957,-0.2658333333333333,3,1,-1
1999-03-17,British Virgin Islands,Dominican Republic,CFU Caribbean Cup qualification,1,0,1410.8580896787016,1480.976637497234,-70.1185478185323,0.4,0.3,1.4,1.3,2.4,2.5,-1.0,-1.2,0.2,0.4,0.8,1.3,3.6,2.9,-2.8,-1.6,0.6,0.0,-2.0,1,-1,-1,17.0,367.0,16.311269112263766,18.048826199186884,-1.7375570869231183,25.79,25.34,0.0,0.0,0.0,0,0,0
1999-03-17,Costa Rica,Belize,UNCAF Cup,0,0,1540.82194139289,1449.7627580085677,91.0591833843223,0.4,0.3,3.6,2.5,1.0,1.5,2.6,1.0,0.0,0.0,0.8,0.6666666666666666,2.0,2.1666666666666665,-1.2,-1.5,0.6,1.0,1.0,1,1,-1,21.0,717.0,19.73509048328846,15.985112679352067,3.7499778039363925,26.1,24.21,0.0,0.0,0.0,0,0,1
1999-03-17,Guatemala,Nicaragua,UNCAF Cup,1,0,1514.3302997466265,1393.9609850242591,120.36931472236733,0.2,0.1,1.4,1.6,2.8,2.4,-1.4,-0.8,0.0,0.0,0.6,0.4,3.0,3.5,-2.4,-3.1,0.1,1.0,3.25,4,1,-13,4.0,696.0,18.30170773055323,17.800272128335944,0.5014356022172848,26.21,24.74,0.0,0.061549999999999994,-0.061549999999999994,0,2,1
1999-03-17,Haiti,Puerto Rico,CFU Caribbean Cup qualification,0,0,1535.7120883988628,1435.8077535272346,99.90433487162818,0.6,0.6,2.0,2.4,1.6,1.1,0.4,1.3,0.0,0.1,0.4,0.6,5.0,3.2,-4.6,-2.6,0.6,1.0,2.5,2,1,-5,229.0,369.0,16.172671332414488,18.033178513013937,-1.8605071805994484,26.11,25.34,0.0,0.0,0.0,0,0,1
1999-03-19,British Virgin Islands,Puerto Rico,CFU Caribbean Cup qualification,1,0,1412.451060039207,1430.0467634542058,-17.595703414998752,0.4,0.2,1.2,0.9,1.6,2.3,-0.4,-1.4,0.0,0.1,0.4,0.6,3.6,3.3,-3.2,-2.7,0.5,0.0,0.0,0,0,-6,2.0,2.0,16.311269112263766,18.033178513013937,-1.721909400750171,25.79,25.34,0.0,0.0,0.0,0,0,1
1999-03-19,Guatemala,El Salvador,UNCAF Cup,1,0,1519.664506737869,1473.2832036630616,46.38130307480742,0.4,0.2,1.2,1.6,2.2,2.3,-1.0,-0.7,0.0,0.1,0.2,0.7,2.0,2.2,-1.8,-1.5,0.2,0.375,0.25,8,2,-4,2.0,121.0,18.30170773055323,16.184098911341415,2.1176088192118137,26.21,24.68,0.0,-0.13194999999999998,0.13194999999999998,0,2,0
1999-03-19,Haiti,Dominican Republic,CFU Caribbean Cup qualification,0,0,1541.4730784718915,1479.3836671367285,62.08941133516305,0.6,0.7,1.6,2.6,1.6,1.0,0.0,1.6,0.2,0.3,0.8,1.0,3.6,2.7,-2.8,-1.7,0.6,0.6,2.4,5,2,0,2.0,2.0,16.172671332414488,18.048826199186884,-1.8761548667723957,26.11,25.34,0.0,0.0,0.0,0,0,1
1999-03-19,Honduras,Belize,UNCAF Cup,1,0,1521.514671384402,1443.8127482191712,77.70192316523071,0.4,0.4,2.0,1.8,2.0,1.5,0.0,0.3,0.0,0.0,0.6,0.5714285714285714,3.0,2.857142857142857,-2.4,-2.2857142857142856,0.4,0.0,0.0,0,1,-2,121.0,2.0,18.202607790401423,15.985112679352067,2.217495111049356,24.78,24.21,0.0,0.0,0.0,0,0,1
1999-03-20,Georgia,Ukraine,Friendly,0,1,1487.902362077366,1565.044818610793,-77.1424565334271,0.4,0.4,0.8,1.2,1.8,1.3,-1.0,-0.1,0.8,0.6,2.4,1.6,0.8,0.7,1.6,0.9,0.7,0.0,-4.0,1,1,4,122.0,157.0,16.2045883434544,19.657106149732428,-3.4525178062780277,25.08,24.59,0.0,0.0,0.0,0,0,-1
1999-03-21,Costa Rica,Honduras,UNCAF Cup,0,0,1546.7719511822866,1527.7547627119811,19.017188470305427,0.4,0.4,3.6,3.2,0.6,1.4,3.0,1.8,0.4,0.4,2.2,1.8,2.0,1.6,0.2,0.2,0.7,0.2,-0.3,10,2,2,4.0,2.0,19.73509048328846,18.202607790401423,1.5324826928870365,26.1,24.78,0.0,0.0,0.0,0,0,-1
1999-03-21,Dominican Republic,Puerto Rico,CFU Caribbean Cup qualification,1,0,1472.7983011744416,1421.641953445667,51.15634772877456,0.2,0.2,0.6,0.7,3.6,3.0,-3.0,-2.3,0.0,0.0,0.2,0.5,4.2,3.8,-4.0,-3.3,0.5,0.6,1.0,5,-1,-7,2.0,2.0,18.048826199186884,18.033178513013937,0.015647686172947317,25.34,25.34,0.0,0.0,0.0,0,0,1
1999-03-21,El Salvador,Nicaragua,UNCAF Cup,1,0,1474.3448733660289,1388.6267780330165,85.71809533301234,0.0,0.1,0.4,0.8,2.2,2.2,-1.8,-1.4,0.0,0.0,0.6,0.3,3.0,3.1,-2.4,-2.8,0.2,1.0,3.3333333333333335,3,0,-14,2.0,4.0,16.184098911341415,17.800272128335944,-1.6161732169945289,24.68,24.74,-0.2476333333333333,-0.18273333333333333,-0.06489999999999996,3,3,1
1999-03-21,Haiti,British Virgin Islands,CFU Caribbean Cup qualification,0,0,1548.0584444341785,1420.8558700477458,127.20257438643262,0.6,0.8,2.2,2.8,1.6,0.8,0.6,2.0,0.6,0.3,2.2,1.2,0.6,2.0,1.6,-0.8,0.6,0.0,0.0,0,3,1,2.0,2.0,16.172671332414488,16.311269112263766,-0.13859777984927746,26.11,25.79,0.0,0.0,0.0,0,0,1
1999-03-24,Costa Rica,Guatemala,UNCAF Cup,0,0,1538.3345010173566,1518.6028370349018,19.731663982454847,0.4,0.4,3.4,3.2,0.4,1.4,3.0,1.8,0.4,0.2,1.4,1.5,1.8,2.1,-0.4,-0.6,0.6,0.5,0.8333333333333334,6,-1,0,3.0,5.0,19.73509048328846,18.30170773055323,1.4333827527352305,26.1,26.21,0.0,0.0,0.0,0,0,1
1999-03-24,Honduras,El Salvador,UNCAF Cup,1,0,1536.192212876911,1480.41023608111,55.78197679580103,0.6,0.4,2.2,1.6,1.4,1.6,0.8,0.0,0.2,0.2,0.6,0.9,1.4,1.7,-0.8,-0.8,0.4,0.5333333333333333,0.6666666666666666,15,3,1,3.0,3.0,18.202607790401423,16.184098911341415,2.0185088790600076,24.78,24.68,0.0,-0.21184999999999998,0.21184999999999998,0,2,1
1999-03-26,Costa Rica,Honduras,UNCAF Cup,0,0,1545.8806505034815,1542.9187091764588,2.961941327022714,0.6,0.5,3.6,3.0,0.4,1.1,3.2,1.9,0.8,0.5,2.8,1.9,1.2,1.3,1.6,0.6,0.6,0.18181818181818182,-0.36363636363636365,11,1,4,2.0,2.0,19.73509048328846,18.202607790401423,1.5324826928870365,26.1,24.78,0.0,0.0,0.0,0,0,-1
1999-03-26,Guatemala,El Salvador,UNCAF Cup,1,0,1511.0566875487768,1473.6837397815623,37.372947767214555,0.4,0.2,1.0,1.2,1.2,1.9,-0.2,-0.7,0.2,0.2,0.8,0.8,1.6,1.8,-0.8,-1.0,0.2,0.3333333333333333,0.2222222222222222,9,-1,-1,2.0,2.0,18.30170773055323,16.184098911341415,2.1176088192118137,26.21,24.68,0.0,-0.479,0.479,0,1,1
1999-03-26,Portugal,Azerbaijan,UEFA Euro qualification,0,0,1643.7567390712502,1362.3183385359077,281.43840053534245,0.6,0.6,1.6,1.5,0.4,0.8,1.2,0.7,0.2,0.4,1.0,1.0,2.4,1.4,-1.4,-0.4,0.6,0.0,0.0,0,0,0,44.0,20.0,20.923960060404504,15.92044975395508,5.003510306449424,24.87,25.93,0.0,0.0,0.0,0,0,1
1999-03-27,Northern Ireland,Germany,UEFA Euro qualification,0,0,1482.8428735068744,1728.393597843351,-245.5507243364766,0.4,0.3,1.0,0.7,1.8,1.4,-0.8,-0.7,0.2,0.4,1.4,1.4,1.8,1.5,-0.4,-0.1,0.5,0.0,-0.5,4,0,0,129.0,46.0,17.9429801126402,21.118331252560253,-3.1753511399200534,25.86,26.51,0.0908,0.0,0.0908,1,0,-1
1999-03-27,Denmark,Italy,UEFA Euro qualification,0,0,1629.6603074316295,1737.970161240632,-108.30985380900256,0.2,0.3,0.6,1.2,0.8,1.1,-0.2,0.1,0.4,0.5,1.2,1.4,0.4,0.6,0.8,0.8,0.6,0.0,-2.0,1,1,0,45.0,45.0,19.729990054247896,21.049017863326217,-1.319027809078321,24.96,25.59,0.0,0.0,0.0,0,0,-1
1999-03-27,Hungary,Liechtenstein,UEFA Euro qualification,0,0,1496.6701615490767,1318.417450529114,178.25271101996282,0.4,0.6,1.8,1.7,1.0,0.8,0.8,0.9,0.2,0.1,0.4,0.3,4.4,4.9,-4.0,-4.6,0.4,0.0,0.0,0,0,1,17.0,164.0,19.791594053337704,18.04260510133846,1.7489889519992445,24.66,25.14,0.0,0.0,0.0,0,0,1
1999-03-27,Georgia,Slovenia,UEFA Euro qualification,0,0,1482.9004785391242,1439.1581147913244,43.7423637477998,0.4,0.3,0.8,0.9,1.2,1.4,-0.4,-0.5,0.4,0.2,2.2,1.4,1.2,1.5,1.0,-0.1,0.6,0.0,-1.0,1,-1,1,7.0,47.0,16.2045883434544,19.43765678009518,-3.233068436640778,25.08,25.26,0.0,0.0,0.0,0,0,0
1999-03-27,Andorra,Iceland,UEFA Euro qualification,0,0,1422.8312026562282,1470.2850794524104,-47.45387679618216,0.0,0.0,0.2,0.4,2.6,2.6,-2.4,-2.2,0.6,0.3,1.6,1.3,0.6,1.0,1.0,0.3,0.0,0.0,0.0,0,-5,2,164.0,17.0,18.001543719675198,19.673412037660377,-1.6718683179851794,25.15,26.21,0.0,0.0,0.0,0,0,-1
1999-03-27,Armenia,Russia,UEFA Euro qualification,0,0,1436.8965344489009,1569.444293457524,-132.5477590086232,0.4,0.4,1.0,1.0,1.0,1.4,0.0,-0.4,0.0,0.2,1.0,0.9,2.6,1.8,-1.6,-0.9,0.4,0.0,0.0,0,-1,-6,24.0,129.0,18.118263249805857,19.69986278367614,-1.581599533870282,25.66,26.61,0.0,0.0,0.0,0,0,-1
1999-03-27,Belarus,Switzerland,UEFA Euro qualification,0,0,1388.3314499813482,1512.4446707300574,-124.11322074870918,0.4,0.2,2.2,1.5,1.0,1.9,1.2,-0.4,0.4,0.2,1.4,1.0,1.6,1.4,-0.2,-0.4,0.2,0.0,0.0,0,-2,-1,46.0,17.0,18.27244186163037,19.769498599304498,-1.4970567376741286,27.14,26.27,0.0,0.0,0.0,0,0,-1
1999-03-27,Czech Republic,Lithuania,UEFA Euro qualification,0,0,1641.1857792610615,1464.9118192130506,176.27396004801085,0.8,0.7,1.8,1.6,0.8,0.7,1.0,0.9,0.2,0.2,1.0,1.0,1.2,1.4,-0.2,-0.4,0.8,1.0,2.0,1,1,1,46.0,164.0,19.856838505022843,18.124929953436585,1.7319085515862582,25.85,25.24,0.0,0.0,0.0,0,0,1
1999-03-27,Belgium,Bulgaria,Friendly,0,1,1599.0175216283983,1557.6977778060439,41.31974382235444,0.2,0.3,0.4,0.7,0.6,0.5,-0.2,0.2,0.2,0.2,0.6,0.6,0.8,1.4,-0.2,-0.8,0.3,0.0,0.0,0,-2,1,46.0,24.0,20.701183900698055,16.059181708844644,4.642002191853411,26.14,24.25,0.0,0.0,0.0,0,0,-1
1999-03-27,Sweden,Luxembourg,UEFA Euro qualification,0,0,1659.2478370876684,1309.8215407282653,349.42629635940307,1.0,0.6,1.2,0.9,0.2,0.6,1.0,0.3,0.0,0.0,0.2,0.2,3.0,2.9,-2.8,-2.7,0.8,0.0,0.0,0,6,-1,45.0,17.0,19.526339809001872,16.42571335656649,3.1006264524353817,24.54,26.31,0.0,0.0,0.0,0,0,1
1999-03-27,Spain,Austria,UEFA Euro qualification,0,0,1694.3885982012239,1567.409148871908,126.97944932931591,0.6,0.5,2.6,2.3,1.4,1.2,1.2,1.1,0.6,0.5,2.8,2.5,1.2,1.1,1.6,1.4,0.7,0.0,-1.0,1,0,3,129.0,17.0,20.983436380042647,19.90216190226526,1.081274477777388,25.41,25.63,0.0684,0.5479,-0.47950000000000004,1,1,1
1999-03-27,Turkey,Moldova,UEFA Euro qualification,0,0,1521.2376573122597,1388.6611150755157,132.576542236744,0.4,0.4,1.0,1.7,1.6,1.7,-0.6,0.0,0.4,0.2,1.6,1.0,1.6,1.9,0.0,-0.9,0.6,1.0,2.0,1,-1,1,164.0,17.0,19.60095272150574,16.411287069056186,3.1896656524495555,25.33,24.91,0.0,0.0,0.0,0,0,1
1999-03-27,Alderney,Guernsey,Muratti Vase,0,0,1437.7355602385203,1496.314405575876,-58.57884533735569,0.0,0.0,0.2,0.3333333333333333,7.0,6.888888888888889,-6.8,-6.555555555555555,0.0,0.4,0.4,1.4,3.0,1.9,-2.6,-0.5,0.0,0.0,-6.0,5,-9,-4,378.0,126.0,13.953134564408296,14.103466842816399,-0.15033227840810248,25.64,25.29,0.0,0.0,0.0,0,0,-1
1999-03-27,France,Ukraine,UEFA Euro qualification,0,0,1785.360303967759,1570.046702149035,215.313601818724,0.8,0.7,1.8,1.7,0.6,0.6,1.2,1.1,1.0,0.7,2.4,1.7,0.4,0.7,2.0,1.0,0.8,0.0,0.0,0,4,5,45.0,7.0,21.293900210407436,19.657106149732428,1.6367940606750082,25.48,24.59,0.0,0.0,0.0,0,0,0
1999-03-27,Greece,Norway,UEFA Euro qualification,0,0,1574.1913105841286,1641.3127586083226,-67.12144802419402,0.8,0.5,1.8,1.6,0.6,0.8,1.2,0.8,0.2,0.3,1.4,1.2,1.2,1.2,0.2,0.0,0.5,0.0,0.0,0,3,0,17.0,45.0,19.687773688989772,19.819634858657096,-0.13186116966732442,26.08,25.64,0.0,0.0,0.0,0,0,-1
1999-03-27,England,Poland,UEFA Euro qualification,0,0,1685.1292455518358,1563.597685196291,121.5315603555448,0.4,0.4,1.2,1.3,0.8,0.8,0.4,0.5,0.8,0.8,1.8,2.0,0.4,0.8,1.4,1.2,0.5,0.6666666666666666,1.3333333333333333,6,-1,1,45.0,24.0,20.97275514214744,19.741351208461104,1.2314039336863374,24.63,25.94,0.0,0.0,0.0,0,0,1
1999-03-27,Romania,Slovakia,UEFA Euro qualification,0,0,1664.4080649195114,1524.3094716781718,140.0985932413396,0.4,0.4,1.0,1.5,0.8,0.7,0.2,0.8,0.4,0.4,1.6,1.2,1.6,1.0,0.0,0.2,0.7,1.0,1.5,2,-1,-3,17.0,24.0,19.815516644539727,19.756291319633224,0.05922532490650312,25.02,26.09,0.0,0.0,0.0,0,0,0
1999-03-28,Costa Rica,El Salvador,UNCAF Cup,0,0,1537.8124509362221,1466.540979914553,71.27147102166919,0.6,0.4,3.6,2.8,0.6,1.2,3.0,1.6,0.2,0.2,0.8,0.6,1.4,1.5,-0.6,-0.9,0.5,0.4444444444444444,0.7777777777777778,9,-1,-2,2.0,2.0,19.73509048328846,16.184098911341415,3.550991571947044,26.1,24.68,0.0,0.0,0.0,0,0,1
1999-03-28,Israel,Cyprus,UEFA Euro qualification,0,0,1527.2323768182466,1453.4679147853606,73.76446203288606,0.8,0.6,2.6,2.2,0.4,0.7,2.2,1.5,0.6,0.6,1.6,1.6,0.8,1.2,0.8,0.4,0.8,0.6,0.4,5,3,-1,18.0,12.0,19.721259333877402,18.20179815184423,1.5194611820331723,25.5,25.78,0.0,0.0,0.0,0,0,1
1999-03-28,Trinidad and Tobago,Jamaica,Friendly,0,1,1518.563407795442,1610.2781300118652,-91.7147222164233,0.8,0.5,3.6,2.5,1.2,1.9,2.4,0.6,0.2,0.6,1.2,1.8,3.0,1.9,-1.8,-0.1,0.5,0.1875,-0.6875,16,-1,1,240.0,21.0,18.051058602753173,19.7399680195352,-1.6889094167820282,24.91,25.33,0.0,0.0,0.0,0,0,1
1999-03-28,South Korea,Brazil,Friendly,0,1,1642.9036049336612,1789.2140155445975,-146.3104106109363,0.8,0.4,2.0,1.4,0.6,1.5,1.4,-0.1,0.4,0.6,2.4,2.5,1.4,1.3,1.0,1.2,0.4,0.0,-1.0,2,-1,2,104.0,130.0,19.573164869541316,20.99380587542755,-1.4206410058862353,23.7,25.77,0.1676,0.5577,-0.3901,1,1,1
1999-03-28,Honduras,Guatemala,UNCAF Cup,1,0,1550.9869087437182,1518.1994474157862,32.78746132793208,1.0,0.6,2.6,2.1,0.8,1.3,1.8,0.8,0.6,0.3,1.0,1.1,0.6,1.7,0.4,-0.6,0.5,0.375,0.75,8,5,1,2.0,2.0,18.202607790401423,18.30170773055323,-0.09909994015180601,24.78,26.21,0.0,0.0,0.0,0,0,-1
1999-03-30,Belgium,Egypt,Friendly,0,1,1591.859952097508,1579.752936540567,12.107015556941178,0.2,0.3,0.2,0.7,0.6,0.6,-0.4,0.1,0.2,0.2,1.2,1.2,1.6,1.3,-0.4,-0.1,0.2,0.0,0.0,0,-3,-1,3.0,39.0,20.701183900698055,19.67274519997326,1.028438700724795,26.14,24.53,0.0,0.0,0.0,0,0,-1
1999-03-30,Venezuela,Colombia,Friendly,0,1,1311.267954083723,1564.7988686686203,-253.53091458489735,0.0,0.0,0.0,0.2,1.8,1.6,-1.8,-1.4,0.2,0.1,0.8,0.9,1.6,1.5,-0.8,-0.6,0.0,0.0,-0.8,5,-5,0,55.0,49.0,18.078373094378687,19.750425867117585,-1.6720527727388976,24.8,25.0,0.0,0.0,0.0,0,0,0
1999-03-31,Azerbaijan,Romania,UEFA Euro qualification,0,0,1358.3537184212664,1659.815490430267,-301.46177200900047,0.2,0.3,1.0,0.8,3.2,2.0,-2.2,-1.2,0.4,0.3,0.8,1.3,0.6,0.6,0.2,0.7,0.6,0.0,-3.0,2,-1,0,5.0,4.0,15.92044975395508,19.815516644539727,-3.8950668905846477,25.93,25.02,0.0,0.0,0.0,0,0,-1
1999-03-31,Jamaica,Paraguay,Friendly,0,1,1602.2268607545082,1573.8407826344799,28.386078120028287,0.2,0.5,1.0,1.4,3.2,2.1,-2.2,-0.7,0.6,0.4,1.8,1.4,1.2,1.1,0.6,0.3,0.4,0.0,-2.0,1,-1,3,3.0,24.0,19.7399680195352,19.830509024685895,-0.09054100515069408,25.33,25.47,0.0,0.0,0.0,0,0,1
1999-03-31,Luxembourg,Bulgaria,UEFA Euro qualification,0,0,1306.9894208834758,1564.855347336934,-257.8659264534583,0.0,0.0,0.2,0.2,2.0,2.8,-1.8,-2.6,0.4,0.2,0.8,0.5,0.8,1.4,0.0,-0.9,0.0,0.0,-2.5,2,-2,2,4.0,4.0,16.42571335656649,16.059181708844644,0.3665316477218461,26.31,24.25,0.0,0.0,0.0,0,0,-1
1999-03-31,France,Armenia,UEFA Euro qualification,0,0,1778.749087669253,1429.2646799803413,349.4844076889117,0.8,0.6,1.6,1.6,0.4,0.6,1.2,1.0,0.2,0.4,0.4,0.9,1.4,1.4,-1.0,-0.5,0.8,1.0,2.0,1,0,-2,4.0,4.0,21.293900210407436,18.118263249805857,3.1756369606015795,25.48,25.66,0.0,0.0,0.0,0,0,1
1999-03-31,Germany,Finland,UEFA Euro qualification,0,0,1733.0899667013277,1450.6827591382264,282.40720756310134,0.4,0.4,2.0,1.5,1.6,1.5,0.4,0.0,0.2,0.2,1.2,1.0,1.4,1.1,-0.2,-0.1,0.6,0.0,0.0,1,1,0,4.0,49.0,21.118331252560253,19.90281621890616,1.2155150336540927,26.51,25.6,0.0,0.0,0.0,0,0,1
1999-03-31,Japan,Brazil,Friendly,0,1,1607.3026450667799,1780.2676505978482,-172.9650055310683,0.6,0.4,1.6,1.0,0.8,0.9,0.8,0.1,0.4,0.5,2.2,2.3,1.4,1.3,0.8,1.0,0.3,0.0,-3.3333333333333335,3,-1,-1,110.0,3.0,19.895592401050106,20.99380587542755,-1.0982134743774452,26.34,25.77,0.0,0.5577,-0.5577,0,1,-1
1999-03-31,Latvia,Greece,UEFA Euro qualification,0,0,1400.694496078548,1564.481185729365,-163.78668965081715,0.2,0.4,0.2,1.0,2.0,2.0,-1.8,-1.0,0.6,0.4,1.2,1.3,1.0,1.0,0.2,0.3,0.5,0.0,0.0,0,-4,-1,35.0,4.0,18.185721713977717,19.687773688989772,-1.502051975012055,25.46,26.08,0.0,0.0,0.0,0,0,0
